"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"77116","BIOCON-Aug2026-420-CE","BIOCON 25 AUG 420 CALL","","5.0000","2500","OPTSTK","D","NSE","54.5000","14.5000","2026-08-25 14:00:00","420.0","50000"
"76527","BHARTIARTL-Jul2026-1940-CE","BHARTIARTL 28 JUL 1940 CALL","","5.0000","475","OPTSTK","D","NSE","54.9500","0.0500","2026-07-28 14:00:00","1940.0","14250"
"77958","BLUESTARCO-Aug2026-2080-CE","BLUESTARCO 25 AUG 2080 CALL","","5.0000","325","OPTSTK","D","NSE","34.4000","0.0500","2026-08-25 14:00:00","2080.0","13000"
"77117","BIOCON-Aug2026-420-PE","BIOCON 25 AUG 420 PUT","","5.0000","2500","OPTSTK","D","NSE","31.7500","0.0500","2026-08-25 14:00:00","420.0","50000"
"54971","CANBK-Aug2026-180-CE","CANBK 25 AUG 180 CALL","","1.0000","6750","OPTSTK","D","NSE","20.0200","0.0100","2026-08-25 14:00:00","180.0","202500"
"76528","BHARTIARTL-Jul2026-1940-PE","BHARTIARTL 28 JUL 1940 PUT","","5.0000","475","OPTSTK","D","NSE","77.5000","3.1000","2026-07-28 14:00:00","1940.0","14250"
"77959","BLUESTARCO-Aug2026-2080-PE","BLUESTARCO 25 AUG 2080 PUT","","5.0000","325","OPTSTK","D","NSE","431.6000","236.0000","2026-08-25 14:00:00","2080.0","13000"
"77118","BIOCON-Aug2026-430-CE","BIOCON 25 AUG 430 CALL","","5.0000","2500","OPTSTK","D","NSE","44.5000","4.5000","2026-08-25 14:00:00","430.0","50000"
"54972","CANBK-Aug2026-180-PE","CANBK 25 AUG 180 PUT","","1.0000","6750","OPTSTK","D","NSE","73.0400","33.0400","2026-08-25 14:00:00","180.0","202500"
"76529","BHARTIARTL-Jul2026-1980-CE","BHARTIARTL 28 JUL 1980 CALL","","5.0000","475","OPTSTK","D","NSE","33.5500","0.0500","2026-07-28 14:00:00","1980.0","14250"
"77960","BLUESTARCO-Aug2026-2120-CE","BLUESTARCO 25 AUG 2120 CALL","","5.0000","325","OPTSTK","D","NSE","30.8500","0.0500","2026-08-25 14:00:00","2120.0","13000"
"77119","BIOCON-Aug2026-430-PE","BIOCON 25 AUG 430 PUT","","5.0000","2500","OPTSTK","D","NSE","35.0000","0.0500","2026-08-25 14:00:00","430.0","50000"
"76530","BHARTIARTL-Jul2026-1980-PE","BHARTIARTL 28 JUL 1980 PUT","","5.0000","475","OPTSTK","D","NSE","120.5000","21.3000","2026-07-28 14:00:00","1980.0","14250"
"77961","BLUESTARCO-Aug2026-2120-PE","BLUESTARCO 25 AUG 2120 PUT","","5.0000","325","OPTSTK","D","NSE","470.7500","269.2500","2026-08-25 14:00:00","2120.0","13000"
"77120","BIOCON-Aug2026-440-CE","BIOCON 25 AUG 440 CALL","","5.0000","2500","OPTSTK","D","NSE","40.5500","0.5500","2026-08-25 14:00:00","440.0","50000"
"76531","BHARTIARTL-Jul2026-2020-CE","BHARTIARTL 28 JUL 2020 CALL","","5.0000","475","OPTSTK","D","NSE","23.2000","0.0500","2026-07-28 14:00:00","2020.0","14250"
"77962","BLUESTARCO-Aug2026-2160-CE","BLUESTARCO 25 AUG 2160 CALL","","5.0000","325","OPTSTK","D","NSE","28.1500","0.0500","2026-08-25 14:00:00","2160.0","13000"
"76532","BHARTIARTL-Jul2026-2020-PE","BHARTIARTL 28 JUL 2020 PUT","","5.0000","475","OPTSTK","D","NSE","150.4000","30.4000","2026-07-28 14:00:00","2020.0","14250"
"77963","BLUESTARCO-Aug2026-2160-PE","BLUESTARCO 25 AUG 2160 PUT","","5.0000","325","OPTSTK","D","NSE","510.2000","303.8000","2026-08-25 14:00:00","2160.0","13000"
"79645","BRITANNIA-Aug2026-4000-PE","BRITANNIA 25 AUG 4000 PUT","","5.0000","125","OPTSTK","D","NSE","20.0500","0.0500","2026-08-25 14:00:00","4000.0","5000"
"76533","BHARTIARTL-Jul2026-2060-CE","BHARTIARTL 28 JUL 2060 CALL","","5.0000","475","OPTSTK","D","NSE","21.8000","0.0500","2026-07-28 14:00:00","2060.0","14250"
"77964","BLUESTARCO-Aug2026-2200-CE","BLUESTARCO 25 AUG 2200 CALL","","5.0000","325","OPTSTK","D","NSE","26.0500","0.0500","2026-08-25 14:00:00","2200.0","13000"
"79646","BRITANNIA-Aug2026-4100-CE","BRITANNIA 25 AUG 4100 CALL","","5.0000","125","OPTSTK","D","NSE","1417.2000","1006.7000","2026-08-25 14:00:00","4100.0","5000"
"54640","CANBK-Jul2026-129-PE","CANBK 28 JUL 129 PUT","","1.0000","6750","OPTSTK","D","NSE","25.1800","0.0100","2026-07-28 14:00:00","129.0","202500"
"76534","BHARTIARTL-Jul2026-2060-PE","BHARTIARTL 28 JUL 2060 PUT","","5.0000","475","OPTSTK","D","NSE","191.7000","56.7000","2026-07-28 14:00:00","2060.0","14250"
"77965","BLUESTARCO-Aug2026-2200-PE","BLUESTARCO 25 AUG 2200 PUT","","5.0000","325","OPTSTK","D","NSE","549.8000","339.5000","2026-08-25 14:00:00","2200.0","13000"
"77121","BIOCON-Aug2026-440-PE","BIOCON 25 AUG 440 PUT","","5.0000","2500","OPTSTK","D","NSE","39.8500","0.0500","2026-08-25 14:00:00","440.0","50000"
"76535","BHARTIARTL-Jul2026-2100-CE","BHARTIARTL 28 JUL 2100 CALL","","5.0000","475","OPTSTK","D","NSE","21.1000","0.0500","2026-07-28 14:00:00","2100.0","14250"
"54644","CANBK-Jul2026-131-CE","CANBK 28 JUL 131 CALL","","1.0000","6750","OPTSTK","D","NSE","21.9000","0.0100","2026-07-28 14:00:00","131.0","202500"
"78980","BPCL-Aug2026-240-PE","BPCL 25 AUG 240 PUT","","5.0000","1975","OPTSTK","D","NSE","20.3500","0.0500","2026-08-25 14:00:00","240.0","79000"
"77966","BLUESTARCO-Aug2026-2240-CE","BLUESTARCO 25 AUG 2240 CALL","","5.0000","325","OPTSTK","D","NSE","24.4500","0.0500","2026-08-25 14:00:00","2240.0","13000"
"79648","BRITANNIA-Aug2026-4100-PE","BRITANNIA 25 AUG 4100 PUT","","5.0000","125","OPTSTK","D","NSE","20.1000","0.0500","2026-08-25 14:00:00","4100.0","5000"
"77122","BIOCON-Aug2026-450-CE","BIOCON 25 AUG 450 CALL","","5.0000","2500","OPTSTK","D","NSE","35.6500","0.0500","2026-08-25 14:00:00","450.0","50000"
"76536","BHARTIARTL-Jul2026-2100-PE","BHARTIARTL 28 JUL 2100 PUT","","5.0000","475","OPTSTK","D","NSE","233.1500","88.8500","2026-07-28 14:00:00","2100.0","14250"
"54645","CANBK-Jul2026-131-PE","CANBK 28 JUL 131 PUT","","1.0000","6750","OPTSTK","D","NSE","26.8200","0.0100","2026-07-28 14:00:00","131.0","202500"
"78981","BPCL-Aug2026-250-CE","BPCL 25 AUG 250 CALL","","5.0000","1975","OPTSTK","D","NSE","77.8500","37.8500","2026-08-25 14:00:00","250.0","79000"
"77967","BLUESTARCO-Aug2026-2240-PE","BLUESTARCO 25 AUG 2240 PUT","","5.0000","325","OPTSTK","D","NSE","589.4500","376.0500","2026-08-25 14:00:00","2240.0","13000"
"79649","BRITANNIA-Aug2026-4200-CE","BRITANNIA 25 AUG 4200 CALL","","5.0000","125","OPTSTK","D","NSE","1317.8500","907.8500","2026-08-25 14:00:00","4200.0","5000"
"77123","BIOCON-Aug2026-450-PE","BIOCON 25 AUG 450 PUT","","5.0000","2500","OPTSTK","D","NSE","46.2500","6.2500","2026-08-25 14:00:00","450.0","50000"
"76537","BHARTIARTL-Jul2026-2140-CE","BHARTIARTL 28 JUL 2140 CALL","","5.0000","475","OPTSTK","D","NSE","20.9000","0.0500","2026-07-28 14:00:00","2140.0","14250"
"54649","CANBK-Jul2026-133-CE","CANBK 28 JUL 133 CALL","","1.0000","6750","OPTSTK","D","NSE","21.4100","0.0100","2026-07-28 14:00:00","133.0","202500"
"78982","BPCL-Aug2026-250-PE","BPCL 25 AUG 250 PUT","","5.0000","1975","OPTSTK","D","NSE","20.8000","0.0500","2026-08-25 14:00:00","250.0","79000"
"77968","BLUESTARCO-Aug2026-2320-CE","BLUESTARCO 25 AUG 2320 CALL","","5.0000","325","OPTSTK","D","NSE","22.3500","0.0500","2026-08-25 14:00:00","2320.0","13000"
"79650","BRITANNIA-Aug2026-4200-PE","BRITANNIA 25 AUG 4200 PUT","","5.0000","125","OPTSTK","D","NSE","20.3000","0.0500","2026-08-25 14:00:00","4200.0","5000"
"77124","BIOCON-Aug2026-460-CE","BIOCON 25 AUG 460 CALL","","5.0000","2500","OPTSTK","D","NSE","32.6000","0.0500","2026-08-25 14:00:00","460.0","50000"
"76538","BHARTIARTL-Jul2026-2140-PE","BHARTIARTL 28 JUL 2140 PUT","","5.0000","475","OPTSTK","D","NSE","274.1500","124.8500","2026-07-28 14:00:00","2140.0","14250"
"54654","CANBK-Jul2026-133-PE","CANBK 28 JUL 133 PUT","","1.0000","6750","OPTSTK","D","NSE","27.9500","0.0100","2026-07-28 14:00:00","133.0","202500"
"77969","BLUESTARCO-Aug2026-2320-PE","BLUESTARCO 25 AUG 2320 PUT","","5.0000","325","OPTSTK","D","NSE","669.1000","451.2000","2026-08-25 14:00:00","2320.0","13000"
"79651","BRITANNIA-Aug2026-4300-CE","BRITANNIA 25 AUG 4300 CALL","","5.0000","125","OPTSTK","D","NSE","1218.3500","809.5500","2026-08-25 14:00:00","4300.0","5000"
"77125","BIOCON-Aug2026-460-PE","BIOCON 25 AUG 460 PUT","","5.0000","2500","OPTSTK","D","NSE","52.4000","12.4000","2026-08-25 14:00:00","460.0","50000"
"76539","BHARTIARTL-Jul2026-2180-CE","BHARTIARTL 28 JUL 2180 CALL","","5.0000","475","OPTSTK","D","NSE","20.3500","0.0500","2026-07-28 14:00:00","2180.0","14250"
"54660","CANBK-Jul2026-135-CE","CANBK 28 JUL 135 CALL","","1.0000","6750","OPTSTK","D","NSE","20.9900","0.0100","2026-07-28 14:00:00","135.0","202500"
"78983","BPCL-Aug2026-260-CE","BPCL 25 AUG 260 CALL","","5.0000","1975","OPTSTK","D","NSE","68.7500","28.7500","2026-08-25 14:00:00","260.0","79000"
"44051","BLUESTARCO-Aug2026-2400-CE","BLUESTARCO 25 AUG 2400 CALL","","5.0000","325","OPTSTK","D","NSE","21.2500","0.0500","2026-08-25 14:00:00","2400.0","13000"
"79654","BRITANNIA-Aug2026-4300-PE","BRITANNIA 25 AUG 4300 PUT","","5.0000","125","OPTSTK","D","NSE","20.7500","0.0500","2026-08-25 14:00:00","4300.0","5000"
"77126","BIOCON-Aug2026-470-CE","BIOCON 25 AUG 470 CALL","","5.0000","2500","OPTSTK","D","NSE","29.7500","0.0500","2026-08-25 14:00:00","470.0","50000"
"76540","BHARTIARTL-Jul2026-2180-PE","BHARTIARTL 28 JUL 2180 PUT","","5.0000","475","OPTSTK","D","NSE","314.6000","163.0000","2026-07-28 14:00:00","2180.0","14250"
"54661","CANBK-Jul2026-135-PE","CANBK 28 JUL 135 PUT","","1.0000","6750","OPTSTK","D","NSE","29.5400","0.0100","2026-07-28 14:00:00","135.0","202500"
"78984","BPCL-Aug2026-260-PE","BPCL 25 AUG 260 PUT","","5.0000","1975","OPTSTK","D","NSE","21.6000","0.0500","2026-08-25 14:00:00","260.0","79000"
"44052","BLUESTARCO-Aug2026-2400-PE","BLUESTARCO 25 AUG 2400 PUT","","5.0000","325","OPTSTK","D","NSE","748.7500","528.1500","2026-08-25 14:00:00","2400.0","13000"
"79655","BRITANNIA-Aug2026-4400-CE","BRITANNIA 25 AUG 4400 CALL","","5.0000","125","OPTSTK","D","NSE","1118.8500","712.3500","2026-08-25 14:00:00","4400.0","5000"
"77127","BIOCON-Aug2026-470-PE","BIOCON 25 AUG 470 PUT","","5.0000","2500","OPTSTK","D","NSE","59.5500","19.5500","2026-08-25 14:00:00","470.0","50000"
"76541","BHARTIARTL-Jul2026-2220-CE","BHARTIARTL 28 JUL 2220 CALL","","5.0000","475","OPTSTK","D","NSE","20.1000","0.0500","2026-07-28 14:00:00","2220.0","14250"
"54664","CANBK-Jul2026-137-CE","CANBK 28 JUL 137 CALL","","1.0000","6750","OPTSTK","D","NSE","20.7300","0.0100","2026-07-28 14:00:00","137.0","202500"
