"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"534060","PMCFIN","Pmc Fincorp","X","1.0000","1","ES","E","BSE","2.5600","1.7200","","","80000"
"531518","VIKASPROP","Vikas Proppant & Granite","Z","1.0000","1","ES","E","BSE","0.3300","0.3100","","","80000"
"511200","MUNCAPM","Munoth Capital Market","XT","5.0000","1","ES","E","BSE","129.6500","117.3500","","","80000"
"533149","YUNIKM","Yunik Managing Advisors","X","1.0000","1","ES","E","BSE","8.5900","5.7300","","","80000"
"500877","APOLLOTYRE","Apollo Tyres","A","5.0000","1","ES","E","BSE","501.2000","334.2000","","","239433"
"502450","SESHAPAPER","Seshasayee Paper & Boards","B","5.0000","1","ES","E","BSE","304.3000","202.9000","","","398401"
"5068","SHEMAROO","Shemaroo Entertainment","EQ","1.0000","1","ES","E","NSE","125.1800","83.4600","","","893373"
"533295","PSB","Punjab & Sind Bank","B","1.0000","1","ES","E","BSE","29.1000","19.4000","","","4122535"
"538539","ANVRDHI","Annvrridhhi ventures","X","1.0000","1","ES","E","BSE","11.5000","7.6800","","","80000"
"21614","ABCAPITAL","Aditya Birla Capital","EQ","5.0000","1","ES","E","NSE","351.9000","288.0000","","","311440"
"523385","NILKAMAL","Nilkamal","B","5.0000","1","ES","E","BSE","1553.0000","1035.4000","","","77283"
"500335","BIRLACORPN","Birla Corporation","A","5.0000","1","ES","E","BSE","983.4500","655.6500","","","121899"
"532701","CELLA","Cella Space","Z","1.0000","1","ES","E","BSE","13.5600","12.2800","","","80000"
"534598","SAMPANN","S.E. Power","B","1.0000","1","ES","E","BSE","36.9200","24.6200","","","1327946"
"514113","ADINATH","Adinath Textiles","XT","1.0000","1","ES","E","BSE","18.0600","16.3400","","","80000"
"531212","NLFL","Nalin Lease Finance","X","1.0000","1","ES","E","BSE","55.2000","36.8000","","","80000"
"523323","KOVAI","Kovai Medical Center & Ho","B","5.0000","1","ES","E","BSE","6242.7000","4161.8000","","","80000"
"532864","NELCAST","Nelcast","B","5.0000","1","ES","E","BSE","148.8000","99.2000","","","806936"
"4116","HBSL","HB Stockholdings","EQ","1.0000","1","ES","E","NSE","53.4500","48.3700","","","233401"
"524790","EVERESTO","Everest Organics","X","5.0000","1","ES","E","BSE","358.7000","239.2000","","","80000"
"513452","ELANGO","Elango Industries","X","1.0000","1","ES","E","BSE","9.5100","8.6100","","","80000"
"530825","DAIKAFFI","Daikaffil Chemicals India","X","1.0000","1","ES","E","BSE","38.7500","35.0700","","","80000"
"538714","SANGAMFIN","Sangam Finserv","X","1.0000","1","ES","E","BSE","47.8600","31.9200","","","80000"
"542773","IIFLCAPS","Iifl Capital Services","A","5.0000","1","ES","E","BSE","350.6000","233.8000","","","342265"
"509472","CRAVATEX","Cravatex","X","5.0000","1","ES","E","BSE","411.4000","274.3000","","","80000"
"508906","EVERESTIND","Everest Industries","B","5.0000","1","ES","E","BSE","448.8000","299.2000","","","268517"
"537292","AGRITECH","Agri- Tech","T","5.0000","1","ES","E","BSE","113.5000","102.7000","","","194237"
"514030","DEEPAKSP","Deepak Spinners","X","5.0000","1","ES","E","BSE","133.3500","88.9500","","","80000"
"500800","TATACONSUM","TATA Consumer Products","A","5.0000","1","ES","E","BSE","1163.1500","951.7500","","","94006"
"526325","ORIENTLTD","Orient Press","B","1.0000","1","ES","E","BSE","83.9800","56.0000","","","326999"
"9678","SOUTHWEST","South West Pinnacle","EQ","1.0000","1","ES","E","NSE","240.5500","160.3700","","","498847"
"538836","MONTECARLO","Monte Carlo Fashions","B","5.0000","1","ES","E","BSE","625.5500","417.0500","","","192310"
"519299","PRIMIND","Prime Industries","X","1.0000","1","ES","E","BSE","43.2100","28.8100","","","80000"
"526025","GLOBUSCON","Globus Constructors & Dev","X","1.0000","1","ES","E","BSE","15.2100","10.1500","","","80000"
"527005","SHREEPAC","Shree Pacetronix","X","5.0000","1","ES","E","BSE","141.6000","94.4000","","","80000"
"522257","RAJOOENG","Rajoo Engineers","B","1.0000","1","ES","E","BSE","72.4000","48.2800","","","1659714"
"524434","ASINPET","Asian Petroproducts & Exp","X","1.0000","1","ES","E","BSE","10.2000","6.8000","","","80000"
"371","BATAINDIA","Bata","EQ","5.0000","1","ES","E","NSE","856.7000","571.2000","","","139966"
"14942","NAGREEKCAP","Nagreeka Cap & Infr.Ltd","EQ","1.0000","1","ES","E","NSE","29.9600","19.9800","","","412520"
"31017","THOMASCOTT","Thomas Scott (India) Ltd","EQ","5.0000","1","ES","E","NSE","309.4500","206.3500","","","387738"
"526783","DRAGARWQ","Dr.Agarwals Eye Hospital","B","5.0000","1","ES","E","BSE","5880.8000","3920.6000","","","80000"
"526953","VENUSREM","Venus Remedies","B","5.0000","1","ES","E","BSE","973.8500","881.1500","","","107804"
"531163","KEMISTAR","Kemistar Corporation Limited","X","1.0000","1","ES","E","BSE","86.4900","57.6700","","","80000"
"2463","MIDHANI","Mishra Dhatu Nigam","EQ","5.0000","1","ES","E","NSE","398.7500","265.8500","","","300868"
"524051","POLYPLEX","Polyplex Corporation","B","5.0000","1","ES","E","BSE","984.0500","656.0500","","","121645"
"507490","RANASUG","Rana Sugars","B","1.0000","1","ES","E","BSE","14.5200","9.6800","","","5021667"
"507817","WIREFABR","Wires & Fabriks (Sa)","X","5.0000","1","ES","E","BSE","148.4500","134.3500","","","80000"
"532790","TANLA","Tanla Platforms","A","5.0000","1","ES","E","BSE","518.5500","345.7500","","","231549"
"542685","DGCONTENT","Digicontent","B","1.0000","1","ES","E","BSE","29.4000","19.6000","","","1902717"
"4127","SAMBHAAV","Sambhaav Media","EQ","1.0000","1","ES","E","NSE","6.7300","6.0900","","","6249324"
"505800","RANEHOLDIN","Rane Holdings","B","5.0000","1","ES","E","BSE","1404.4000","936.3000","","","85281"
"540648","PALASHSECU","Palash Securities","B","1.0000","1","ES","E","BSE","104.2800","69.5200","","","327101"
"11301","LUXIND","Lux Industries","EQ","5.0000","1","ES","E","NSE","1044.1500","696.1500","","","114903"
"538874","NEXUSSURGL","Nexus Surgical & Medicare","X","1.0000","1","ES","E","BSE","21.6000","14.4000","","","80000"
"1485","IFBIND","IFB Industries","EQ","10.0000","1","ES","E","NSE","1225.4000","817.0000","","","97893"
"531234","SCOOBEEDAY","Victory Paper & Boards","X","1.0000","1","ES","E","BSE","76.4900","62.5900","","","80000"
"542905","HINDWAREAP","Somany Home Innovation","B","5.0000","1","ES","E","BSE","253.7000","169.2000","","","473187"
"17351","SALONA","Salona Cotspin","EQ","5.0000","1","ES","E","NSE","325.1000","216.8000","","","172080"
"524592","JAYSYNTH","JD Orgochem","X","1.0000","1","ES","E","BSE","14.5600","9.7200","","","80000"
"531358","CHOICEIN","Choice International","A","5.0000","1","ES","E","BSE","773.4500","515.6500","","","154829"
"530675","YORKEXP","York Exports","X","1.0000","1","ES","E","BSE","58.6100","53.0300","","","80000"
"531426","TNPL","Tamilnadu Newsprt & Paper","B","5.0000","1","ES","E","BSE","162.9000","108.6000","","","729341"
"542726","INDIAMART","Indiamart","A","5.0000","1","ES","E","BSE","2525.0000","1683.4000","","","47589"
"13816","LTFOODS","LT Foods","EQ","5.0000","1","ES","E","NSE","468.0000","312.0000","","","256272"
"524324","SEYAIND","Seya Industries","T","1.0000","1","ES","E","BSE","10.0900","9.7100","","","868856"
"542337","SPENCERS","Spencers Retail","B","1.0000","1","ES","E","BSE","37.1100","24.7500","","","2947538"
"524330","JAYAGROGN","Jayant Agro-Organics","B","5.0000","1","ES","E","BSE","221.9000","148.0000","","","544049"
"542938","OCTAVIUSPL","Octavius Plantations Limi","X","1.0000","1","ES","E","BSE","43.3600","39.2400","","","80000"
"3579","UNICHEMLAB","Unichem Laboratories","EQ","5.0000","1","ES","E","NSE","402.9500","268.6500","","","297745"
"530459","VALSONQ","Valson Industries","X","1.0000","1","ES","E","BSE","27.1100","24.5300","","","80000"
"541546","GAYAHWS","Gayatri Highways","B","1.0000","1","ES","E","BSE","2.3700","2.1500","","","7836617"
"14008","AVTNPL","AVT Natural Products","EQ","1.0000","1","ES","E","NSE","73.3000","48.8800","","","1636900"
"522241","MMFL","M.M.Forgings","B","5.0000","1","ES","E","BSE","539.1000","359.4000","","","222867"
"9348","IOB","Indian Overseas Bank","EQ","1.0000","1","ES","E","NSE","40.6300","27.0900","","","2946258"
"511710","CUBIFIN","Cubical Financial Service","X","1.0000","1","ES","E","BSE","2.1200","1.9200","","","80000"
"514036","LOYALTEX","Loyal Textile Mills","T","5.0000","1","ES","E","BSE","218.8500","198.0500","","","157497"
"535693","BRAHMINFRA","Brahmaputra Infrastructur","X","5.0000","1","ES","E","BSE","164.1500","148.5500","","","80000"
"519262","PRIMAGR","Prima Agro","X","1.0000","1","ES","E","BSE","18.0400","14.7600","","","80000"
"506863","SWADEIN","Swadeshi Ind. Leasing Co.","XT","5.0000","1","ES","E","BSE","109.9000","105.6000","","","80000"
"522237","SHIVAGR","Shivagrico Implements","X","1.0000","1","ES","E","BSE","25.7700","17.1900","","","80000"
"20950","RKDL","Ravi Kumar Dist.","EQ","1.0000","1","ES","E","NSE","22.3800","14.9200","","","784799"
"532217","CMXLTD","CMX Holdings","X","1.0000","1","ES","E","BSE","30.7200","27.8000","","","80000"
"2475","ONGC","ONGC","EQ","5.0000","1","ES","E","NSE","297.6000","243.5000","","","364828"
"538962","MINDACORP","Minda Corporation","A","5.0000","1","ES","E","BSE","577.3000","384.9000","","","207760"
"27067","VSSL","Vardhman Special Steels","EQ","5.0000","1","ES","E","NSE","291.7500","194.5500","","","411257"
"500510","LT","LT - Larsen & Toubro","A","5.0000","1","ES","E","BSE","4093.0000","3348.9000","","","26136"
"517201","SWITCHTE","Switching Technologies Gu","XT","1.0000","1","ES","E","BSE","79.8900","72.2900","","","80000"
"1994","LIBERTSHOE","Liberty Shoes","EQ","1.0000","1","ES","E","NSE","287.8900","191.9300","","","416815"
"505710","GRAUWEIL","Grauer & Weil India","B","1.0000","1","ES","E","BSE","74.5900","49.7300","","","80000"
"17022","MAWANASUG","Mawana Sugars","EQ","1.0000","1","ES","E","NSE","95.9700","63.9900","","","1250292"
"511060","JUMBFNL","Jumbo Finance","XT","1.0000","1","ES","E","BSE","25.5000","2.5500","","","80000"
"526614","EXPOEAPL","Expo Engineering and Projects","X","1.0000","1","ES","E","BSE","66.8500","44.5700","","","80000"
"512604","HARIAEXPO","Haria Exports","X","1.0000","1","ES","E","BSE","7.8300","6.4100","","","80000"
"7919","BYKE","The Byke Hospitality","EQ","1.0000","1","ES","E","NSE","47.3200","31.5600","","","1709533"
"13496","PFOCUS","Prime Focus","EQ","5.0000","1","ES","E","NSE","329.3000","219.6000","","","363939"
"17029","PATANJALI","Patanjali foods","EQ","5.0000","1","ES","E","NSE","539.6500","441.5500","","","203423"
"511208","IVC","Il&Fs Investment Managers","B","1.0000","1","ES","E","BSE","8.4100","5.6100","","","10268870"
"4745","BANKINDIA","Bank Of India","EQ","1.0000","1","ES","E","NSE","170.2500","139.3100","","","641926"
"532522","PETRONET","Petronet LNG","A","5.0000","1","ES","E","BSE","326.2500","266.9500","","","336000"
"532144","WELCORP","Welspun Corp","A","5.0000","1","ES","E","BSE","1012.8500","675.2500","","","118441"
"3827","ZUARIIND","Zuari Industries","EQ","5.0000","1","ES","E","NSE","297.0000","198.0000","","","404011"
"8341","CALSOFT","California Software Co Lt","EQ","1.0000","1","ES","E","NSE","15.2400","10.1600","","","505447"
"505854","TRF","TRF","B","5.0000","1","ES","E","BSE","275.2500","183.5500","","","359844"
"530579","UYFINCORP","U. Y. Fincorp","B","1.0000","1","ES","E","BSE","16.1700","10.7900","","","6220793"
"532015","GRAVITY","Gravity","XT","1.0000","1","ES","E","BSE","15.0400","13.6200","","","80000"
"1181","GODFRYPHLP","Godfrey Phillips","EQ","10.0000","1","ES","E","NSE","2509.9000","1673.3000","","","47730"
"506642","SADHNANIQ","Sadhana Nitrochem","B","1.0000","1","ES","E","BSE","1.7000","1.5400","","","62110454"
"526315","DIVSHKT","Divyashakti Granites","X","1.0000","1","ES","E","BSE","61.0500","40.7100","","","80000"
"533206","SJVN","SJVN","A","1.0000","1","ES","E","BSE","86.7900","57.8700","","","1379358"
"11842","CYBERMEDIA","Cyber Media (India) Ltd.","EQ","1.0000","1","ES","E","NSE","14.9300","12.2300","","","512318"
"524598","AKSHARCHEM","Aksharchem","B","5.0000","1","ES","E","BSE","199.9000","133.3000","","","262682"
"500086","EXIDEIND","Exide Industries","A","5.0000","1","ES","E","BSE","341.3000","279.3000","","","322149"
"500292","HEIDELBERG","Heidelberg Cement","B","5.0000","1","ES","E","BSE","188.1000","125.4000","","","639955"
"501848","GLOBOFFS","Global Offshore Services","X","1.0000","1","ES","E","BSE","56.1000","37.4000","","","80000"
